,track_name,artist_name,release_date,id_track,popularity,genero
0,No Me Conoce - Remix,"JHAYCO, J Balvin, Bad Bunny",2019-05-24,2beS6dD5rovBxSA1zYoSHR,78,reggaeton
1,LA CANCIÓN,"J Balvin, Bad Bunny",2019-06-28,0fea68AdmYNygeTGI4RC18,81,reggaeton
2,El Efecto - Remix,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",2019-12-13,74j34STf8L6uADnTN69ohv,68,reggaeton
3,Loco,Beéle,2019-08-08,2J9B63FawlTaPdg4eH5X03,73,reggaeton
4,Me Rehúso,Danny Ocean,2019-03-22,6ifUES3keWjwXgae8pXI3o,76,reggaeton
5,El Efecto,"Rauw Alejandro, Chencho Corleone",2019-03-15,4SJHHpKhcuXwDsCsPqshXj,74,reggaeton
6,Si Se Da - Remix,"Myke Towers, Farruko, Arcángel, Sech, Zion",2019-08-02,6K5BsR04ijf3FHNzjbaagD,69,reggaeton
7,Soltera (Remix),"Lunay, Daddy Yankee, Bad Bunny",2019-10-25,4t9a07PAghtQMRAIP9FQ7Z,72,reggaeton
8,Adicto (with Anuel AA & Ozuna),"Tainy, Anuel AA, Ozuna",2019-08-22,3jbT1Y5MoPwEIpZndDDwVq,72,reggaeton
9,Velitas,"Darell, Brytiago",2019-07-12,7q3NthaBqFI6s0WnAlnIvq,67,reggaeton
10,QUE PRETENDES,"J Balvin, Bad Bunny",2019-06-28,25ZAibhr3bdlMCLmubZDVt,74,reggaeton
11,Inocente,Myke Towers,2019-06-25,07eET3PAzpSz5CLE4wGgN5,62,reggaeton
12,Desconocidos,"Mau y Ricky, Manuel Turizo, Camilo",2019-05-03,56f5qnyAlZdlz8wrUDA50h,74,reggaeton
13,A Solas (Remix),"Lunay, Lyanno, Anuel AA, Brytiago, Alex Rose",2019-10-25,1fXEkSum1vbTa3w0yvYzYW,64,reggaeton
14,Ganas Sobran,"Bryant Myers, Miky Woodz, Justin Quiles",2019-02-08,17iXKeQe2iVYXJcMpQqthG,60,reggaeton
15,UN PESO,"J Balvin, Bad Bunny, Marciano Cantero",2019-06-28,7hynhxDoDpgMIV12JuVtNa,74,reggaeton
16,Baila Baila Baila - Remix,"Ozuna, Daddy Yankee, J Balvin, Farruko, Anuel AA",2019-04-25,7mWFF4gPADjTQjC97CgFVt,68,reggaeton
17,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",2019-07-19,2ksOAxtIxY8yElEWw8RhgK,68,reggaeton
18,Verte Ir,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",2019-03-28,4lzxJ4jCuFDXXGkE1LmpKR,67,reggaeton
19,Indeciso,"Reik, J Balvin, Lalo Ebratt",2019-08-23,59s0s39NFWScuHDbHytI14,66,reggaeton
20,105 F Remix,"KEVVO, Farruko, Chencho Corleone, Arcángel, Darell, Ñengo Flow, Brytiago, Myke Towers",2019-09-12,1aUGxXCz9QimNkKeiJtzZ7,63,reggaeton
21,Aventura,"Lunay, Anuel AA, Ozuna",2019-10-25,37zdqI4r1gswIzczSBkRon,64,reggaeton
22,Con Calma,"Daddy Yankee, Snow",2019-01-24,5w9c2J52mkdntKOmRLeM2m,74,reggaeton
23,Cuaderno,"Dalex, Nicky Jam, Justin Quiles, Sech, Lenny Tavárez, Feid, Rafa Pabön",2019-05-10,7anSoGdgtmJTAPZBzcPhO6,67,reggaeton
24,Créeme,"KAROL G, Maluma",2019-05-03,4EKZsrsCKyqr64FBHLc0DU,70,reggaeton
25,La Playa,Myke Towers,2019-04-09,0jeS8PyyIRAG0A3t5DtL71,61,reggaeton
26,No Podemos - Remix,"Ele A El Dominio, Eladio Carrion, Myke Towers",2019-05-11,0C4MsKEWBi1EBd1FGje4Nh,52,reggaeton
27,Imaginaste,"JHAYCO, Tainy",2019-05-24,6MvqgVj98rzMGuxdpIyzeh,64,reggaeton
28,Pa Mí - Remix,"Dalex, Rafa Pabön, KHEA, Sech, Feid, Cazzu, Lenny Tavárez",2019-05-10,7g8YaUQABMal0zWe7a2ijz,69,reggaeton
29,HASTA ABAJO,"KEVIN ROLDAN, Bryant Myers, Lyanno",2019-10-04,4PEfJZpVjdclfzZ9XO8uDw,69,reggaeton
30,Callaita,"Bad Bunny, Tainy",2019-05-31,2TH65lNHgvLxCKXM3apjxI,70,reggaeton
31,Fantasias,"Rauw Alejandro, Farruko",2019-08-29,6mAN61JH0dzyZpWslS11jy,68,reggaeton
32,"Ajena (with Myke Towers, Dylan Fuentes)","Dayme y El High, Myke Towers, Dylan Fuentes",2019-04-16,4KXtFUFmPObTROXShFLHZX,59,reggaeton
33,Otro Trago - Remix,"Sech, Ozuna, Anuel AA, Darell, Nicky Jam",2019-07-26,4bTZeO72FwMa6wKOiqoynL,64,reggaeton
34,"Acapella (feat. Bryant Myers, El Alfa, Jon Z, Myke Towers & Almighty)","Bryant Myers, Myke Towers, Jon Z, El Alfa, Almighty",2019-05-14,0POZY3cyGZjAKUgwUqJaMd,54,reggaeton
35,Mayores,"Becky G, Bad Bunny",2019-10-18,2AY1UAimvTqjJC8vDJsOyy,68,reggaeton
36,X,"Nicky Jam, J Balvin",2019-11-01,5YUyW9opqNsMSEzzecZih1,73,reggaeton
37,Dime Que Sí,"Jay Wheeler, DJ Nelson",2019-11-28,664N81BanO9zNURGi2iliG,66,reggaeton
38,Tusa,"KAROL G, Nicki Minaj",2019-11-07,7k4t7uLgtOxPwTpFmtJNTY,69,reggaeton
39,Pobre Diabla,Don Omar,2019-06-14,7gxVgMixTYh4NXiNMao4s2,64,reggaeton
40,La Mejor Versión de Mi - Remix,"NATTI NATASHA, Romeo Santos",2019-10-04,2dy3TKVDEbIeWxeIb8JWqZ,67,reggaeton
41,Cuerpo en Venta,"Noriel, Myke Towers, Rauw Alejandro, Almighty",2019-08-09,2B94bbI1a4LyBpK1439oP7,60,reggaeton
42,Me Niego (feat. Ozuna & Wisin),"Reik, Ozuna, Wisin",2019-05-31,4ggiDYAkJ7Yk8d5xOr7Xjo,67,reggaeton
43,Culpables,"KAROL G, Anuel AA",2019-05-03,4RGKft6YTTWHjpQeRIInuS,66,reggaeton
44,Fluye,Almighty,2019-06-07,3SldyeypzHopdegt6wpL0m,53,reggaeton
45,Detective,Rauw Alejandro,2019-07-08,5lFl0Aksww4t4CGiYYtpZz,57,reggaeton
46,Codeine Crazy - Spanish Remix,Ele A El Dominio,2019-10-30,3LxqDIxjtAfFIWXz5ackAI,59,reggaeton
47,Vuelve,"Sebastian Yatra, Beret",2019-04-12,3wGRfBDRNQb0nFDFrUPvq6,62,reggaeton
48,Secreto,"Anuel AA, KAROL G",2019-01-15,5W83ErFkO3aKAIS1WMi6u0,66,reggaeton
49,Soltera (Remix),"Lunay, Daddy Yankee, Bad Bunny",2019-05-10,1c0hsvHLELX6y8qymnpLKL,63,reggaeton
50,Mírame - Remix,"Nio Garcia, Rauw Alejandro, Lenny Tavárez, Myke Towers, Casper Magico, Darell",2019-07-19,53uKGbcMjEc2gIWbfmvpdS,63,reggaeton
51,PPP,KEVIN ROLDAN,2019-10-04,3oB0bcIVRVZgCkWif0H4vV,65,reggaeton
52,Khalifa,"Alex Rose, Almighty",2019-02-08,22OUt1Ay9s2n0z6EMLlo2t,57,reggaeton
53,Si Me Gano Un Grammy,Jon Z,2019-11-16,0e0BqjHEcb6pJAVJ7WZA7V,62,reggaeton
54,Una Lady Como Tú,Manuel Turizo,2019-08-23,5jf0PmPCHefQ78uAzqIqbj,66,reggaeton
55,Un Año,"Sebastian Yatra, Reik",2019-04-12,2vrpcQNg6itmgVZWsNjWe0,65,reggaeton
56,Gan-Ga - Remix,"Bryant Myers, Anuel AA",2019-11-15,6MpJR5hR1pS8xi3clcx9uv,56,reggaeton
57,11 PM,Maluma,2019-05-17,7KbF6AdprOXEEHlsq11Z6d,68,reggaeton
58,Infeliz,"Arcángel, Bad Bunny",2019-12-20,4z6wo6PJG4Fve45OXK6D9m,66,reggaeton
59,B11 (feat. Myke Towers),"Rvssian, Darell, Zion & Lennox, Myke Towers",2019-09-18,4o1DxRjMCHDwBiOKv88rOl,55,reggaeton
60,Que Mas Pues - Remix,"Sech, Justin Quiles, Maluma, Nicky Jam, Farruko, Dalex, Lenny Tavárez",2019-04-19,7fODjB7BrQTGqh0hogW6XD,65,reggaeton
61,No Tenemos Nada,"Amenazzy, Myke Towers",2019-07-26,6UGc9l0tpk1xSx9KV2fOVf,53,reggaeton
62,La Cama,"Lunay, Myke Towers",2019-10-25,0OoqRZXnSrgIUAha3iLKG1,57,reggaeton
63,Ella Te Las Va A Pegar (feat. Ele a el Dominio & Noriel),"Jon Z, Baby Rasta, Ele A El Dominio, Noriel",2019-06-21,146AgwEEI6STqRZhKWdJbh,62,reggaeton
64,Otro Trago,"Sech, Darell",2019-04-19,1Ej96GIBCTvgH7tNX1r3qr,65,reggaeton
65,Traicionera,Myke Towers,2019-06-06,1TeU96Arm5A6VJkVIdelaQ,55,reggaeton
66,Te Quemaste,"Manuel Turizo, Anuel AA",2019-08-23,4fj7e6Tc48Bmomwyz2Z2XC,59,reggaeton
67,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",2019-11-01,5stPVcRqb4qixbafP9e8lt,65,reggaeton
68,Amigos Con Derechos,"Reik, Maluma",2019-05-31,4yVO0wOhXsZC1RuPgHP524,69,reggaeton
69,Destino,"Greeicy, Nacho",2019-05-17,041Kcvnw8nOdq8xiRibPTG,65,reggaeton
70,Nada,"Cazzu, Lyanno, Rauw Alejandro, Dalex",2019-06-03,7DOh0tBGnyMt6C5OO7o8Yq,69,reggaeton
71,COMO UN BEBÉ,"J Balvin, Bad Bunny, Mr Eazi",2019-06-28,7knLcYCOSaURD0d7HUULFM,66,reggaeton
72,Vete,Bad Bunny,2019-11-21,5DxXgozhkPLgrbKFY91w0c,66,reggaeton
73,Swing,Danny Ocean,2019-03-22,4DbhxwlkhTbCTqlZptxmI6,63,reggaeton
74,Dembow,Danny Ocean,2019-03-22,30LBoQSk8gjcN0hWCWtdbF,67,reggaeton
