,track_name,artist_name,release_date,id_track,popularity,genero
0,Si Antes Te Hubiera Conocido,KAROL G,2024-06-21,6WatFBLVB0x077xWeoVc2k,88,reggaeton
1,TAMBIÉN,Myke Towers,2024-08-22,39Pc4a04VgCtcc7m0XKi9M,70,reggaeton
2,Qué Pecao,"Manuel Turizo, Kapo",2024-10-03,456U68M8lIymkz56Zroxh8,68,reggaeton
3,PELIGROSA,FloyyMenor,2024-07-12,5PCGEfALcpGtURIuTqvX0R,75,reggaeton
4,Frente al Mar,Beéle,2024-09-26,60u6hcpH5Qm1M3xESdNBrB,76,reggaeton
5,Gata Only,"FloyyMenor, Cris Mj",2024-02-02,6XjDF6nds4DE2BBbagZol6,83,reggaeton
6,ADIVINO,"Myke Towers, Bad Bunny",2024-08-22,0eeX8L0DWvGth1F6xVkvv7,74,reggaeton
7,PELIGROSA,FloyyMenor,2024-08-09,42wdz3j7gstgUuhoFLCXqd,77,reggaeton
8,Chi-Partner,Bryant Myers,2024-03-15,6zDNe5siIEoMYOx5m8nYfv,61,reggaeton
9,Santa,"Rvssian, Rauw Alejandro, Ayra Starr",2024-04-03,6a9Z1jUms915w4O7N1PxjY,75,reggaeton
10,Kilerito,"Brytiago, Anuel AA",2024-04-19,3kGMgEDHQoWykByLL6Jut3,68,reggaeton
11,Tuss,"Bryant Myers, Cris Mj",2024-07-12,0qd7ACCc9z2mlTYgPRcnUJ,68,reggaeton
12,Orion,"Boza, ELENA ROSE",2024-05-29,5pVJ3IlnpIorU44oXizzG5,76,reggaeton
13,Santa,"Rvssian, Rauw Alejandro, Ayra Starr",2024-04-04,5bi0gh89wRuH2OgjdAKFsb,73,reggaeton
14,SORRY 4 THAT MUCH,Feid,2024-06-07,63pLfjK6FvcYJYMGwtHjd6,77,reggaeton
15,ADIVINO,"Myke Towers, Bad Bunny",2024-04-25,0LZy30mVmxqUpdQmaXKXBd,70,reggaeton
