,track_name,artist_name,release_date,id_track,popularity,genero
0,Amanece,"Anuel AA, Haze",2018-12-14,1LiN0Z98FkR1t0m8KmLcAH,76,reggaeton
1,Madura,"Cosculluela, Bad Bunny",2018-04-13,5n2XTRsYFlZwNBp06KAjDX,74,reggaeton
2,X (feat. Maluma & Ozuna) - Remix,"Nicky Jam, J Balvin, Maluma, Ozuna",2018-06-29,6JjPBQfI2Y8nIjnm65X6Pw,77,reggaeton
3,Si Estuviésemos Juntos,Bad Bunny,2018-12-23,35wvL50xvKpCHEJPxLOLPI,75,reggaeton
4,Hipócrita,"Anuel AA, Zion",2018-07-17,4CbANooTL2aTHzJZqQ0Uvk,68,reggaeton
5,Triste,"Bryant Myers, Bad Bunny",2018-07-27,6pnzUCBMwMT5rvx6PyhusZ,67,reggaeton
6,Darte Remix,"Alex Rose, Casper Magico, Ñengo Flow, Bryant Myers, Noriel, Juhn, Miky Woodz, JHAYCO, Myke Towers",2018-07-27,6wxZq37sANWYDJiDN5khyL,69,reggaeton
7,Sigue Bailandome,"Yannc, Darkiel, Eladio Carrion, Brray, Myke Towers",2018-10-19,0GmiGIxXDNrePrHBpijYDp,69,reggaeton
8,Tú No Lo Amas,Anuel AA,2018-07-17,0fLOPPoyIaPTe8dm2Mrft3,68,reggaeton
9,Ponle Música,"Bryant Myers, Plan B",2018-07-27,6fMrYZH28LcWXYpmDxdXAS,59,reggaeton
10,Quiere Beber,Anuel AA,2018-07-17,0FDMH2ahuIVzCybwHJK9zh,68,reggaeton
11,De las 2 (feat. Bad Bunny & Arcángel),"Trap Capos, Noriel, Bad Bunny, Arcángel",2018-04-13,4DS7HoqrKq1dDjeYOKBlu9,68,reggaeton
12,Bandolera,Anuel AA,2018-07-17,6zw6EBrOdGTbKzC0djTOlD,63,reggaeton
13,Traicionera,Sebastian Yatra,2018-05-18,4Ft0391aLVNtCPPseh98lp,70,reggaeton
14,Báilame - Remix,"Nacho, Yandel, Bad Bunny, Mambo Kingz, DJ Luian",2018-05-11,4l3xGFwoTinvYxsePytOOf,67,reggaeton
