,artist,listeners,playcount,bio_content
23,foyone,18605,517654,
24,mdmoney,11337,130565,
25,travis scott,2487979,455683944,"Jacques Webster (born April 30, 1992), better known by his stage name Travis Scott (stylized as Travi$ Scott), is an American hip hop recording artist and record producer from Houston, Texas. He is currently signed to Epic Records and T.I.'s Grand Hustle imprint, while signed to Kanye West's Very GOOD Beats as a producer. He first became widely known for his production and verse on GOOD Music's ""Sin City"". His debut EP Owl Pharaoh, was released on May 21, 2013. <a href=""https://www.last.fm/music/+noredirect/Travis+Scott"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
26,ezvit 810,8020,198478,"Manel, cuyo nombre artístico es Ezvit 810 es un joven de 18 años de edad natural de Lérida. Ha comenzado su carrera artística en 2020 en plena pandemia, y en tan solo unos meses se ha hecho con un hueco en la primera división del panorama de la música urbana. Comenzó haciéndose viral entre los adolescentes en TikTok (280.000 seguidores) y de ahí su éxito se ha traspasado al resto de plataformas, Spotify (580.000 oyentes mensuales), Youtube (66.000 suscriptores), Instagram (99.000 seguidores). Su tema ""No me renta"" le ha hecho trepar a lo más alto del género urbano en un tiempo récord. <a href=""https://www.last.fm/music/EZVIT+810"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
27,gera mx,118686,2999583,"Born Gerardo Daniel Torres Montante on July 15, 1994 in San Luis Potosí, Mexico. <a href=""https://www.last.fm/music/Gera+MX"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
28,toteking,37385,1087554,"Manuel Gonzalez Rodríguez artistically known as ToteKing is a Spanish rapper from Sevilla, born in December 13th, 1978.

His profesional career started with La alta escuela and later on with his brother, Shotta, publishing do have an album together (Tu madre es una foca).
His first album, Música para enfermos (published in 2003 with support from Frank T) sold more than 20,000 copies. In 2006 he stroke back with his second LP Un tipo cualquiera, and in 2008 published the third, T.O.T.E..

ToteKing is one of the most acclaimed rappers in Spain as of now.

He has collaborated with diverse great artists such as SFDK (Zatu and Accion Sanchez), Frank T, R de Rumba (Violadores del Verso DJ), Juaninacka, and so on... <a href=""https://www.last.fm/music/Toteking"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
29,rim'k,57442,1155328,"Rim'K, real name Abdelkarim Brahmi-Benalla, was born on June 21, 1978 in Vitry-sur-Seine (Val-de-Marne). He grew up in Vitry-sur-Seine, alongside his parents from Algeria. At the age of 12, he entered the recording studio for the first time.

In 1994, he founded, with AP and Mokobé , the group 113 , of which he is the leader. This number represents the number of the building of their Camille Groult city in Vitry-sur-Seine, where they all come from. In the group, he borrows the stage name Rim'K and uses his art to “fight the demonization of the North African community living in France. » The success of 113 also contributed to the emergence of several artists from the K'1 Fry Mafia , a collective of which they were part.

Rim'K launched his solo career with his first album L'Enfant du pays , published on 22 mars 2004 , in which he talks a lot about the country and region of his parents. Several singles will be taken from this album, including Boozillé and Rachid System with singer Chaba Zahouania. He is also popular for one of his tracks, Tonton du bled , on the album Les Princes de la ville . With one of his associates, Mooch, Rim'K founded the production company Frenesik which notably composed songs for 113 , the Mafia K'1 Fry and Intouchable . He collaborated with Reda Taliani for the film music of Il was once in the Oued and composed with Mooch almost all of the music for the film.

In 2024, he performed 'King' live for the 2024 Paris Olympics.

https://lerapcetaitmieuxavant.fr/2018/05/rim-k.html <a href=""https://www.last.fm/music/Rim%27K"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
30,tokischa,322285,4958444,"Tokischa Altagracia Peralta (San Felipe de Puerto Plata, Dominican Republic, March 17, 1996), known simply as Tokischa, is a Dominican rapper and vedette. She has collaborated with international artists, such as J Balvin, Rosalía, Madonna, Anuel AA and Ozuna. She was invited to the celebrated Billboard Latin Music Awards.

After working as a model for renowned photographer Raymi Paulus, she was offered to enter the music industry. She signed a recording contract with Paulus Music and released her debut single ""Pícala"", to great regional success. Her lyrics and her public image have often been labeled ""controversial"" yet ""liberating"" by the international media, sparking controversy and receiving wide media coverage. <a href=""https://www.last.fm/music/Tokischa"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
31,31 fam,9976,323733,
32,dudi,8421,133781,"Eduardo Torres, conocido artísticamente como Dudi, es un joven cantante y compositor madrileño. <a href=""https://www.last.fm/music/Dudi"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
33,denzel curry,1340193,121466055,"Denzel Rae Don Curry (born February 16, 1995) is an American rapper raised in Carol City, Florida. Curry started rapping while in sixth grade and on September 24, 2011, at age 16, released his first mixtape, titled King Remembered Underground Tape 1991–1995. The entire project was later included on SpaceGhostPurrp's Facebook page, prompting the birth of his music career. Following the release of Curry's first mixtape, he became a member of SpaceGhostPurrp's hip-hop collective, Raider Klan, and a frequent collaborator of Miami music-art group Metro Zu.

Curry left Raider Klan in 2013, releasing his debut studio album, Nostalgic 64, in September of that year, while still in high school. He has since released three extended plays: 32 Zel/Planet Shrooms in 2015, 13 in 2017, and UNLOCKED (a collaboration with Kenny Beats) in 2020, and four studio albums: Imperial in 2016, Ta13oo in 2018, Zuu in 2019, and Melt My Eyez See Your Future in 2022. TA13OO, ZUU, and Melt My Eyez debuted at numbers 28, 32, and 51 on the Billboard 200 chart, respectively, with Melt My Eyez returning at number 17 after the release of an extended edition. All of his projects have garnered significant critical acclaim.

In 2012, he released his second mixtape, titled King of the Mischievous South Vol. 1 Underground Tape 1996, which caught the attention of fellow American rapper Earl Sweatshirt and other members of Odd Future label.

Curry's third mixtape, titled Strictly for My R.V.I.D.X.R.S., was released after the death of Trayvon Martin, who also lived in Carol City and went to the same high school as Denzel Curry. His rap style on this mixtape was inspired by 2PAC. On June 9, 2015, Curry released his first double EP, titled 32 Zel/Planet Shrooms. His first release in 2016 was the single ""Flying Nimbus"".

His second full-length album, titled Imperial, was released on March 9, 2016, then re-released later on Spotify as the deluxe version on October 14, 2016. In June 2016, Curry was featured on a cover as one of the XXL's 2016's Freshmen Class.

On May 13, 2017, Curry uploaded a track entitled ""Hate Government [demo]"" to his SoundCloud account. In the weeks that followed, he released two more demos for songs entitled ""Equalizer [demo]"" and ""ZELTRON 6 BILLION ft. Lil Ugly Mane."" After these releases as well as a series of cryptic posts on social media (seemingly portraying another alter ego called Zeltron), he released an EP entitled 13 on June 25, 2017. All of the demo tracks were included on the EP as well as two other new songs. On August 18, 2017, Curry released another song called ""Skywalker."" Later that year, on September 22, a remastered version of 32 Zel was released, including a remix of ""Ultimate"" featuring Juicy J.

On April 2, 2018, Curry released the lead single off of Ta13oo titled, ""Sumo"" on Zane Lowe's Beats 1 radio show. On May 24, 2018, Curry released the second single off the album titled, ""Percs"". Curry then released the third single titled, ""Clout Cobain"", on July 13, 2018, and announced that his album TA13OO, would be released in three acts: The first act, Light, was released on July 25, followed by Gray on July 26, and Dark on July 27. Each previously released single represents one of the album's acts, as ""Sumo"" represents Light, ""Clout Cobain"" represents Gray, and ""Percs"" represents Dark, which comes together cohesively to form TA13OO. TA13OO features guest appearances from GoldLink, JID, JPEGMAFIA, ZillaKami and more.

On January 5, 2022, the official trailer for Curry's fifth studio album, titled Melt My Eyez See Your Future, was uploaded to his YouTube channel. It was revealed that the album would contain guest appearances from artists such as T-Pain, 6lack, Slowthai, Rico Nasty, J.I.D, and Thundercat, among others. Curry said the project would feature a new, more mature sound, different from his previous works: ""Y'all are not going to hear the same type of Denzel anymore."" On January 24, a single titled ""Walkin"", along with a Western-inspired music video directed by Adrian Villagomez, was released. Curry also said the album ""is made up of everything that I couldn't include on Ta13oo or Imperial because I was going through depression and anger issues"", and would take inspiration from traditional hip-hop, drum and bass, trap, poetry, and jazz. The same day, a North American and European tour promoting the album (with guest acts Kenny Mason, Mike Dimes, Redveil, and PlayThatBoiZay) was announced. On February 24, Curry released another single from the upcoming album, ""Zatoichi"" featuring Slowthai. It was accompanied by a music video also directed by Adrian Villagomez. On March 18, Curry announced the album would be released on March 25. On March 21, a third single, ""Troubles"" featuring T-Pain, was released along with a music video. The album was released on March 25, 2022. It debuted at number 51 on the Billboard 200 chart, and at number 23 on the Billboard Top R&B/Hip-Hop Albums chart.

Curry recorded a song featuring rapper Reason, ""1st Quarter"", as a contribution to Apple Music's ""collection of exclusively commissioned new songs from Black creatives"", titled Juneteenth 2022: Freedom Songs. He commented: ""It's an accomplishment to make it through the first quarter of my life. Especially as a Black man in America"".

Curry's song featuring PlayThatBoiZay, ""Let It All Hang Out"", was included in Elvis—a biographical movie about Elvis Presley that premiered in June 2022—as well as on the movie's soundtrack album.

On June 24, 2022, a collaboration between Dot da Genius, JID, Curry, and Kid Cudi, titled ""Talk About Me"", was released, along with a music video directed by Cole Bennett.  On June 29, 2022, Curry performed an NPR Tiny Desk Concert. On July 21, he performed ""Walkin"" on The Tonight Show Starring Jimmy Fallon.

On September 30, 2022, Curry released Melt My Eyez See Your Future (The Extended Edition). The album features reimagined versions of songs from the original album with live instrumentation performed by the Cold Blooded Soul Band, which performed with Curry on his NPR Tiny Desk Concert and The Tonight Show performance. <a href=""https://www.last.fm/music/Denzel+Curry"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
34,becky g,1174183,20306350,"Rebbeca Marie Gomez, ""Becky G"", (born in Los Angeles, March 2nd 1997) is an American rapper and singer/songwriter. Her musical career began in 2009 when she joined a girl group called ""G.L.A.M."", then later joined another girl group called ""BCG"" however she'd previously made small modeling and acting appearances. Becky's career was kickstarted in 2011 when she posted a remake of Kanye West and Jay-Z's ""Otis"" to YouTube. The video never went viral, however it was discovered by major music producer Dr. Luke a week after it was published, and she was soon signed to Kemosabe Records. Since then, Becky has released many covers and remakes on her YouTube channel ""BeckyGOfficial"", and she's dueted with major pop artists such as Cody Simpson, Will.I.Am, Cher Lloyd, Austin Mahone, Pitbull and many others. In April 2013 she released the video for her remake of Jennifer Lopez's ""Jenny From The Block"" entitled ""Becky From The Block"", which JLo cameoed in. In July 2013 she released her debut EP ""Play It Again"" which features 5 tracks including the singles ""Play It Again"", and ""Can't Get Enough"" which features Pitbull. Becky's songs, ""Problem (The Monster Remix)"" featuring Will.I.Am and ""Magik 2.0"" featuring Austin Mahone were featured in the family films ""Hotel Transylvania"" and ""The Smurfs 2"". In April 2014 Becky won her first award at the Radio Disney Music Awards for ""Best New Artist"", and in the same week she released her hit single ""Shower"". There is no set release date for Becky's debut album, however it's been said that it will be sometime in October. <a href=""https://www.last.fm/music/Becky+G"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
35,lil tecca,1321787,96221552,"Tyler-Justin Anthony Sharpe (born August 26, 2002), known professionally as Lil Tecca or Tecca, is an American rapper, singer and songwriter. He gained recognition upon releasing his breakout single, ""Ransom"", which has amassed over 1 billion plays on Spotify and peaked at number four on the Billboard Hot 100. 

Tecca first gained traction during an early 2018 beef with Toronto rapper ""Lb Spiffy"" after Lb accused Tecca of stealing his flow on the track ""Callin"". Tecca continued the momentum by releasing songs on SoundCloud such as ""My Time"", ""Get It Back"", ""Love Me"" and ""Count Me Out"". In the time since his initial May 2019 rise to fame, from the Lyrical Lemonade, Cole Bennett directed music video hit, ""Ransom"", Tecca has released his debut mixtape, We Love You Tecca, which peaked at number 4 on the US Billboard 200 and contains hits such as ""Did It Again"", ""Out of Luck"" and ""Shots"" peaking at 64, 80, and 84, on the US Billboard Hot 100.  On August 27th 2021 Tecca released his highly anticipated album ""We Love You Tecca 2"", which peaked at number 4 on the billboard top 100. <a href=""https://www.last.fm/music/Lil+Tecca"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
36,clio bbp,2893,33159,
37,nathy peluso,246252,9874636,"Natalia Peluso, known professionally as Nathy Peluso, is an Argentinian singer, songwriter, dancer and pedagogue. Born in Argentina and raised in Spain, Peluso became interested in the performing arts at an early age, performing cover songs at musical bars in her teenage years. After graduating King Juan Carlos University, Peluso relocated to Barcelona to pursue a professional career in music, with her first releases, Esmeralda (2017) and La Sandunguera (2018), being confected independently. Peluso slowly started to become recognized in Spain. After signing Sony Music, Peluso started working on her breakthrough album Calambre (2020), for which she won the Latin Grammy Award for Best Alternative Music Album.

Distinguished for her theatrical personality onstage, and her fusion of hip hop, soul and world music, Peluso's artistry has been awarded four Premios Gardel and a Latin Grammy Award out of six nominations, including Best New Artist, among many others. <a href=""https://www.last.fm/music/Nathy+Peluso"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
38,bbno$,978832,35468760,"Alexander Leon Gumuchian, known under stage name, BBNO$ (stylized as bbno$, pronounced as “baby no money”) is a Canadian rapper, singer, and songwriter from Vancouver, British Columbia. He is best known for his viral single ""Lalala"", which was released in 2018 and has since garnered over 700 million streams. He is also well known for his collaboration with Y2K, ""Lalala (Remix)"".

BBNO$ was born and raised in Vancouver, British Columbia, Canada. He started making music in 2013, and released his first single, ""Money Don't Grow on Trees"", in 2014. He released his debut album, Baby Gravy, in 2015, which was followed by his 2016 EP, No Jokes.

In 2018, BBNO$ released his single, ""Lalala"", which became a viral hit and gained him international recognition. The single has since received over 700 million streams and was certified gold in the US and 3x platinum in Canada. Following the success of ""Lalala"", BBNO$ released his second studio album, Fresh Coast, in 2019. The album featured a collaboration with Y2K, ""Lalala (Remix)"", which peaked at No. 10 on the Canadian Hot 100. <a href=""https://www.last.fm/music/bbno$"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
39,samuel slzr,4972,121753,
40,lil tjay,812259,51541768,"Tione Kenyon Jayden Merritt (born April 30, 2001), known professionally as Lil Tjay, is an American rapper, singer, and songwriter from New York City. Born and raised in the Bronx, his musical career began in 2017. He is best known for his singles ""Brothers"", ""F.N"", and ""Calling My Phone"" featuring 6lack, which peaked at number three on the Billboard Hot 100. His debut studio album, True 2 Myself (2019), peaked at number five on the US Billboard 200.
bigga
Influenced by his upbringing in the Bronx, Lil Tjay is a melodic rapper who frequently incorporates auto-tune in his songs. He has drawn comparisons to fellow New York rapper A Boogie wit da Hoodie. In an interview with Rolling Stone, he revealed that his biggest musical influences are Drake, Meek Mill, and Usher. In the same interview, Lil Tjay described his music as having a melodic sound when singing or rapping about his past struggles. Lil Tjay also credits his success to his year spent in prison, where he claims that his ability to write songs peaked. In Pitchfork's featured article on Lil Tjay, he is referred to as a ""hip-hop heartthrob"". Later in the interview, Lil Tjay explained that he is often called the ""Bronx Justin Bieber"" because of his sampling Justin Bieber's ""Baby"".

In 2017, Tjay began releasing music on SoundCloud. ""Resume"", one of his first songs, was released when Tjay was 16 years old, and quickly began spreading online. On March 10, 2018, Tjay competed and placed first at the Coast 2 Coast LIVE NYC All Ages Edition, where his performance gained the attention of a record label A&R who was in attendance to judge the showcase. Soon after, Tjay released the single ""Brothers"", which became his biggest song at the time and led to him signing with Columbia Records.

Within the first ten months of Lil Tjay's music career, he had released five tracks that recorded over one million plays on SoundCloud. ""Brothers"", ""Resume"", ""Goat"", and ""Leaked"" each accumulated tens of millions of streams. In July 2018, Lil Tjay worked with producer Cash Money AP to release ""None of Your Love"", which also amassed tens of millions of plays. Lil Tjay released his debut EP No Comparison at the end of 2018.

In January 2019, Tjay was featured on rapper Polo G's single ""Pop Out"", which peaked at number 11 on the Billboard Hot 100. In July, he was featured on boy band PRETTYMUCH's ""Lying"". Later that year, he released an EP titled F.N; the project's lead single, ""F.N"", peaked at number 56 on the Billboard Hot 100 and became his first solo charting song. Lil Tjay released his debut album True 2 Myself on October 11, 2019. It debuted and peaked at number 5 on the US Billboard 200. In December, he was featured on a remix of 24kGoldn's song ""Valentino"".

On February 12, 2021, Tjay released his highly anticipated single ""Calling My Phone"", with American singer 6lack, which was accompanied by a music video directed by Cam Busby. The song debuted at number three on the Billboard Hot 100, becoming the highest-charting single of Tjay's career. Later that year, Tjay released his sophomore album “Destined 2 Win”, which debuted at #5 on the billboard 200 chart.

On June 22, 2022, Lil Tjay was shot seven times during an attempted robbery. “Beat the Odds” was released on August 26, 2022, which peaked at #36 on the Billboard Hot 100 chart. The music video featured footage of Tjay in the hospital recovering from his gunshot wounds. <a href=""https://www.last.fm/music/lil+tjay"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
41,ptazeta,61152,725642,
42,elgrandetoto,37844,1353482,"Taha Fassi AKA El Grande Toto (born August 3, 1995) is a rapper from Casablanca, Morocco.  <a href=""https://www.last.fm/music/ElGrandeToto"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
43,penomeco,155271,3727728,"PENOMECO, born Jung Dongwook (정동욱), is a South Korean rapper. He's a member of FANXY CHILD crew. He released his debut single 'Right There' in 2014. His artist name comes from the Japanese phrase ""ぺんを"" (""PEN-O"") which is the word ""pen"" plus the object particle and means that something is done with a pen, e.g. writing. The ""-MECO"" is short for ""made in Korea"" (""메이드 인 코리아"").  <a href=""https://www.last.fm/music/Penomeco"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
44,destripando la historia,32801,1129598,
45,sleepy hallow,686247,34271104,"Tegan Joshua Anthony Chambers, also known as Sleepy Hallow, is an American rapper and singer. Born December 20, 1999, he grew up in Flatbush, located in Brooklyn, New York. His first single to blow up was Flows, which features fellow rapper and best friend, Sheff G. Sleepy Hallow is considered one of the earlier pioneers of the Brooklyn drill scene. <a href=""https://www.last.fm/music/SLEEPY+HALLOW"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
46,polo g,1020085,87564853,"Taurus Tremani Bartlett (born January 6, 1999), known professionally as Polo G, is an American rapper from Chicago, Illinois. He is best known for his song with Bronx rapper, Lil Tjay, ""Pop Out"", which has amassed over 80 million views on YouTube and peaked at number 11 on the Billboard Hot 100.

Polo G was originally known for his Chicago drill sound, but eventually transitioned to a more melodic style. He has been noted for his ""vivid and explicit storytelling""; his lyrics often involve tough subjects, including racism and mental health. He also regularly pays homage to his hometown, and, as noted by Ayana Rashed of Respect, ""he is also quick to acknowledge the common injustice and frequent police brutality he and so many others face on the daily"". He has stated that American rapper Lil Wayne and hip-hop icon Tupac Shakur are his biggest influences. He also grew up listening to Gucci Mane, as well as Chicago rappers Lil Durk, G Herbo and Chief Keef.

Bartlett was born in the Old Town area of Chicago. He was raised by both of his parents and grew up with three siblings in a small project development known as Marshall Field Garden Apartments. Before his rise to fame, Bartlett spent multiple stints in prison. Bartlett's first song ever recorded was titled ""ODA"". Upon creating a SoundCloud account in 2018, he released the track ""Gang With Me"", which quickly racked up millions of plays. He continued gaining traction with his songs ""Welcome Back"" and ""Neva Cared"". Bartlett went on to release ""Finer Things"", a song he wrote while incarcerated, in the latter half of 2018 and quickly gained millions of views. In early 2019, Bartlett released ""Pop Out"" featuring Lil Tjay which peaked at number 11 on the Billboard Hot 100. The song's music video gained over 200 million views on YouTube and led to him signing a record deal with Columbia Records. Bartlett also released videos for his songs ""Deep Wounds"", ""Through Da Storm"", ""Effortless"", and ""Dyin' Breed"" from his critically acclaimed debut studio album Die a Legend, which was released on June 7, 2019, and peaked at number 6 on the Billboard 200. ""Heartless"", a single released later in 2019, featured production from Mustard, and was later featured on his second album.

On February 14, 2020, Polo G released the track ""Go Stupid"", with rappers Stunna 4 Vegas and NLE Choppa. The song also featured production from Mike Will Made-It and Tay Keith. ""Go Stupid"" became his second song on the Hot 100 (after ""Pop Out""), peaking at number 60 on the Hot 100, number 29 on Hot R&B/Hip-Hop Songs, and number 20 on Hot Rap Songs. Polo G released his second studio album, The Goat, on May 15, 2020. The album debuted at number two on the Billboard 200 and ten songs from the album hit the Hot 100, including ""Flex"" featuring Juice Wrld and ""Be Something"" featuring Lil Baby, peaking at numbers 30 and 57, respectively.

In July 2020, Polo G was featured on Juice Wrld's posthumous album Legends Never Die on the song ""Hate the Other Side"". The song peaked at number 10 on the Billboard Hot 100, Polo G's first top-ten single and highest charting overall song. On August 11, 2020, Polo G was included in XXL's 2020 Freshman Class. Later that month, he released the music video for his single ""Martin & Gina"", which peaked at number 61 on the Billboard Hot 100. <a href=""https://www.last.fm/music/Polo+G"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
47,kxllswxtch,684278,14302995,"Jonathan Robert Whitmer (born July 17, 1999), professionally known as Kxllswxtch, is a Hispanic recording artist and songwriter from Orange County, California. He is known for his screaming vocals and horror-inspired visuals often featuring knives and fighting.

Kxllswxtch began making music in 2017 and quickly gained a local following. He dropped several songs before releasing his first EP InVain on SoundCloud. He would go on to make much of his earlier music private. His Soundcloud was found by a very influential artist, Kxng, who reposted some of Kxll's first tracks and went on to make songs with him and help him shape his sound. Kxll co-headlined The Blood & Bone Tour in the Western United States during the summer of 2019. In 2020 KXLLSWXTCH joined the collective ""Buffet Boys"" (Now ""All But 6"") after his music was discovered by producer Flexatelli, who shared Kxll's music with friends Mikey The Magician and Pouya. This is when his career took off. After signing a deal with Empire in 2020, Kxllswxtch released his first official EP, the 8-track KILL!, with no guest appearances.

After relocating from Anaheim to Miami, Kxllswxtch opened up 2021 with Pouya collaborations on “Lord of the Flies” and “Burn”. Two days before Halloween 2021, Kxllswxtch released his first full-length project, DISORDER. He is was part of the Fall 2021 Blood Was Never Thick As Water National Tour in the United States with Pouya, Jasiah, and Lu. On February 17, 2023 Kxll dropped ""THE WALLS HAVE EYES"" with a guest appearance from Lu and production from Mikey The Magician, 7oh2, Powers Pleasant, Rocci, and more. <a href=""https://www.last.fm/music/Kxllswxtch"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
48,la santa grifa,81515,3489895,"La Santa Grifa es una agrupación de hip hop/rap originaria de Tampico, Tamaulipas (México). Se distinguen por sus letras explícitas que hacen alusión al consumo de drogas y alcohol, reflejando de esta manera no solo su forma de ser sino el difícil camino que por nacimiento muchos jóvenes mexicanos enfrentan. Francos, sin ahorrarse una sola palabra para rimar y sin adornos, La Santa Grifa destaca en la escena del hip hop mexicano con beats inspirados en el gangster rap de la vieja escuela y con rimas que subliman la santa grifa.

Nota: ""Grifa"" o ""grifo"" es un coloquialismo usado en México para describir el estado en el que una persona se encuentra al consumir marihuana. <a href=""https://www.last.fm/music/La+Santa+Grifa"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
49,kanye west,7034725,1199892321,"Ye, born Kanye Omari West on June 8, 1977, is an American rapper, singer, songwriter, record producer, and fashion designer. He is one of the most prominent figures in hip hop, known for his diverse musical style and polarizing cultural and political commentary. After dropping out of college to pursue a career in music, West began producing for regional artists in the Chicago area. As an in-house producer for Roc-A-Fella Records, he co-produced albums including Jay-Z's The Blueprint (2001) before signing with the label as a recording artist. West's debut studio album, The College Dropout (2004), received critical acclaim and produced the Billboard Hot 100 number-one single ""Slow Jamz."" He topped the chart four other times with the singles ""Gold Digger"" (2005), ""Stronger"" (2007), ""E.T."" (2011, as a featured artist), and ""Carnival"" (2024).

West's second and third studio albums, Late Registration (2005) and Graduation (2007), both debuted at the top of the Billboard 200, with the latter becoming his most commercially successful to date. Three of his subsequent albums—808s & Heartbreak (2008), My Beautiful Dark Twisted Fantasy (2010), and The Life of Pablo (2016)—were certified triple platinum, while Yeezus (2013) was certified double platinum. Although not as well-received critically as his previous works, Ye (2018), Jesus Is King (2019), and Donda (2021) continued West's streak of consecutive number-one debuts on the Billboard 200. West has also released collaborative albums including Watch the Throne (2011) with Jay-Z, Kids See Ghosts (2018) with Kid Cudi, and Vultures 1 and Vultures 2 (2024) with Ty Dolla Sign. In fashion design, he has collaborated with Nike, Inc., Louis Vuitton, and Gap Inc. on clothing and footwear, and led the Yeezy collaboration with Adidas.

One of the world's best-selling music artists with 160 million records sold, West has won 24 Grammy Awards, the joint 11th-most of all time and the most awarded for any hip hop artist along with Jay-Z. His other accolades include a Billboard Artist Achievement Award, a joint-record three Brit Awards for Best International Male Solo Artist, and the Michael Jackson Video Vanguard Award. West holds the joint record with Bob Dylan for most albums (four) topping the annual Pazz & Jop critic poll. Time named him one of the 100 most influential people in the world in 2005 and 2015. West's first six solo albums were included on Rolling Stone's 500 Greatest Albums of All Time list in 2020, with the same publication naming him one of the 100 Greatest Songwriters of All Time.

West's outspoken views have received significant media coverage. He has been a frequent source of controversy due to his conduct on social media, at award shows, and in public settings, as well as his comments on the music and fashion industries, U.S. politics, race, and slavery. His Christian faith, high-profile marriage to Kim Kardashian, and mental health have also been topics of media attention. In 2020, West launched an unsuccessful independent presidential campaign that advocated for a consistent life ethic. In October 2022, he was widely condemned and lost many sponsors and partnerships, including his collaborations with Adidas, Gap, and Balenciaga, after making a series of antisemitic statements, including denying the Holocaust. <a href=""https://www.last.fm/music/Kanye+West"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
50,tyler,17283,165655,"There are multiple artists named Tyler:

1) Tyler is an incorrect tag for Tyler, The Creator, a California Rapper/Singer, due to some scrobblers separating artists by commas, separating Tyler from The Creator, so only Tyler gets scrobbled

2) Tyler is a Japanese female R&B singer.

3) Tyler is a band from Exeter, who formed in 1999 and went on until September 11th 2003.

4) Tyler is a band from Austria

5) Tyler is a DJ from Hungary. Crank Heart and the ""minden érted van"" mixes are made by him.

6) Tyler is the name under which Tyler Watkins, bassist for Margot & the Nuclear So & So's, plays solo.

7) Tyler is the name under which  Tyler Norris, vocalist for Tomorrow Will Always Triumph, plays solo.

8) Tyler is an indie band from Monterrey, Mexico.

9) Tyler is the engineer for the after show for Loveline entitled ""The Loveline After Disaster."" <a href=""https://www.last.fm/music/Tyler"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
51,russ,1040086,30326348,"Russell Vitale (born September 26, 1992), known by his stage name Russ, is an American hip hop recording artist, singer-songwriter and record producer.

There is also a UK drill artist called Russ. Now known as Russ Millions. <a href=""https://www.last.fm/music/Russ"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
52,key glock,808634,30103930,"Markeyvius LaShun Cathey, better known by his stage name Key Glock, is an American rapper and songwriter. A protégé of Memphis rapper Young Dolph, he rose to fame in 2017 with his mixtape Glock Season. <a href=""https://www.last.fm/music/Key+Glock"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
53,timal,34908,1441160,
