,track_name,artist_name,release_date,id_track,popularity,genero
0,Ley Seca,"JHAYCO, Anuel AA",2021-09-03,3JCaq3KDSROg3TXhdiDa9n,68,reggaeton
1,La Old Skul,Rauw Alejandro,2021-12-10,4Z8HZSApeddaRM2ovivUj4,75,reggaeton
2,ALMAS GEMELAS,Myke Towers,2021-07-22,2KcNrONbZ0hvBPjvrDO2tx,67,reggaeton
3,Desesperados,"Rauw Alejandro, Chencho Corleone",2021-12-10,6mmPpaltUZK7xjNlBPQQ0p,74,reggaeton
4,Todo De Ti,Rauw Alejandro,2021-12-10,3rdAz1fbUfZxYgaCviYhRo,76,reggaeton
5,Cúrame,Rauw Alejandro,2021-12-10,1FlL8ycld6uVDDyhV7P5FA,70,reggaeton
6,Tokyo,JHAYCO,2021-09-03,1gYipuSzUpI6BENbGrgeid,67,reggaeton
7,Dile (Homenaje),JHAYCO,2021-09-03,073yIM7v2j6XadD4Nkn0Fh,60,reggaeton
8,Yonaguni,Bad Bunny,2021-06-04,2JPLbjOn0wPCngEot2STUS,73,reggaeton
9,EL BARCO,KAROL G,2021-03-26,0MT6qJd7wKlWjH7tP7oWHi,71,reggaeton
10,CONTIGO VOY A MUERTE,"KAROL G, Camilo",2021-03-26,615XWyY2RPfk3iuYcU6qvi,70,reggaeton
11,Air Drop,Bryant Myers,2021-07-30,1oP4qehV9MBDaA89mfb1HR,61,reggaeton
12,23 Preguntas,Anuel AA,2021-08-23,5ANkjNH7elrxzggidjnH9v,67,reggaeton
13,Tacones Rojos,Sebastian Yatra,2021-10-22,0Be7sopyKMv8Y8npsUkax2,66,reggaeton
14,EXPERIMENTO,Myke Towers,2021-09-23,6c32C8T3KlXrbvWSoD5aON,62,reggaeton
15,Quiéreme Mientras Se Pueda,Manuel Turizo,2021-04-09,1WH3iquIQXnSPwUzlROT8R,70,reggaeton
16,Todo De Ti,Rauw Alejandro,2021-05-20,4fSIb4hdOQ151TILNsSEaF,68,reggaeton
17,Esa Cruz,Anuel AA,2021-11-26,7dlFn4xJYAg8hdp9mdz9Zr,64,reggaeton
18,Vida de Rico,Camilo,2021-03-04,4nTduFjaTmGysc9WKNuCcs,67,reggaeton
19,MÍRENME AHORA,Myke Towers,2021-04-23,1QigNNcv8c5X2iL294bZev,61,reggaeton
20,BEBÉ,"Camilo, El Alfa",2021-03-04,3Zf4GutWZ7Hv3wsVQsSQPs,68,reggaeton
21,Pareja Del Año,"Sebastian Yatra, Myke Towers",2021-04-16,2rCbl9naJYhaxjLsfx88uM,65,reggaeton
22,911 (Remix),"Sech, JHAYCO",2021-07-09,27RSJHEA99Y0Vsow7nA37A,63,reggaeton
23,Cosa Guapa,Rauw Alejandro,2021-12-10,7aWiJeMyxxPEyjwvZyauAF,68,reggaeton
24,FRIKI,"Feid, KAROL G",2021-12-17,2WrqTrNIHqfcMCgmEo0A7E,68,reggaeton
25,Millones,Camilo,2021-03-04,3YAnNBdk0uHyakXXzMbNJq,65,reggaeton
26,Pepas,Farruko,2021-06-24,5fwSHlTEWpluwOM0Sxnh5k,74,reggaeton
27,Aloha,"Maluma, Beéle, Rauw Alejandro, Mambo Kingz, DJ Luian, Darell",2021-03-05,5RAIMjdrCEjpjaR5tBATXU,66,reggaeton
